title,release_date,rating,imdb_id,tmbd_id,runtime,genres,budget,revenue
The Numbers Station,2013-04-18,R,tt1659338,77234,90.0,"[['Action', 'Thriller']]",10000000,0
DeadHeads,2011-04-29,R,tt1273207,77067,94.0,"[['Adventure', 'Comedy', 'Horror']]",0,0
Growing the Big One,2010-10-26,PG,tt1526745,76966,89.0,"[['TV Movie', 'Drama', 'Romance']]",0,0
Drunkboat,2010-10-08,PG-13,tt0460778,76820,98.0,[['Drama']],0,0
Barely Legal,2011-01-01,R,tt1912996,76815,89.0,[['Comedy']],1000000,0
Black Butterfly,2017-05-26,R,tt2090465,76812,93.0,"[['Thriller', 'Mystery']]",0,0
Roadie,2012-01-06,R,tt1450330,76785,95.0,[['Drama']],0,0
Justin Bieber: Rise to Fame,2011-01-11,G,tt1852818,76778,65.0,[['Documentary']],0,0
The Last Stand,2013-01-12,R,tt1549920,76640,107.0,"[['Action', 'Crime', 'Thriller']]",30000000,0
Texas Chainsaw 3D,2013-01-03,R,tt1572315,76617,92.0,"[['Horror', 'Thriller']]",10000000,0
Justice League: Doom,2012-02-28,PG-13,tt2027128,76589,77.0,"[['Action', 'Animation', 'Thriller']]",0,0
The Agency 2: Hunt for the Cure,2010-04-25,R,,76488,83.0,[[]],200,0
The Agency 3: Survival of the Fittest,2011-01-15,R,tt1567156,76481,68.0,[['Action']],1000,0
DC Showcase: Catwoman,2011-10-18,PG-13,tt1986806,76420,15.0,"[['Action', 'Adventure', 'Animation', 'Science Fiction']]",0,0
Video Girl,2011-10-11,R,tt1542488,76354,95.0,[['Drama']],5000000,0
The Ballad of Nessie,2011-04-13,G,tt1827536,76346,6.0,"[['Animation', 'Family', 'Fantasy']]",0,0
LEGO Atlantis,2010-01-15,PG,tt1640145,76324,21.0,[['Animation']],0,0
Thomas & Friends: Misty Island Rescue,2010-07-03,G,tt1683981,76263,60.0,"[['Animation', 'Family']]",0,0
Living Will...,2011-10-04,R,tt1754141,76234,101.0,[['Comedy']],300000,0
Freerunner,2011-09-14,R,tt1579232,76101,87.0,[['Action']],5000000,0
Seth MacFarlane: Swingin' in Concert,2011-09-30,PG,tt1886671,76042,50.0,[['Music']],0,0
The Dog Who Saved Halloween,2011-09-13,PG,tt1821447,76037,88.0,[['Comedy']],0,0
George Harrison: Living in the Material World,2012-09-27,PG-13,tt1113829,75964,208.0,"[['Music', 'Documentary']]",0,0
Wynton Marsalis and Eric Clapton Play the Blues: Live from Jazz at Lincoln Center,2011-09-13,R,tt2065011,75949,0.0,[['Music']],0,0
Lifted,2010-08-13,PG-13,tt1492959,75910,108.0,"[['Drama', 'Family']]",0,0
The Insatiable Moon,2011-03-04,PG-13,tt1540996,75863,97.0,[['Drama']],0,0
To Write Love on Her Arms,2015-03-13,PG-13,tt1850418,75861,118.0,"[['Drama', 'Music']]",3400000,0
John Dies at the End,2012-01-23,R,tt1783732,75761,99.0,"[['Horror', 'Comedy']]",0,0
Catch.44,2011-12-08,R,tt1886493,75736,93.0,"[['Drama', 'Action', 'Thriller']]",7000000,0
Zombie Apocalypse,2011-10-29,NC-17,tt1876547,75735,90.0,"[['Action', 'Horror', 'Science Fiction']]",0,0
The PHD movie: Piled Higher and Deeper,2011-08-12,PG,tt2066040,75680,65.0,[['Comedy']],0,0
17 Miracles,2011-01-01,PG,tt1909270,75654,113.0,"[['History', 'Drama', 'Adventure']]",0,0
The Howling: Reborn,2011-10-18,R,tt1554092,75623,92.0,[['Horror']],0,0
Little Birds,2011-01-23,R,tt1623745,75595,94.0,[['Drama']],0,0
Answers to Nothing,2011-12-02,R,tt1523939,75576,124.0,"[['Drama', 'Thriller', 'Mystery']]",0,0
And They're Off,2011-10-28,PG-13,tt1644503,75354,90.0,[['Comedy']],0,0
I Melt with You,2011-12-09,R,tt1691920,75345,129.0,"[['Drama', 'Thriller']]",0,0
Budrus,2010-10-08,G,tt1542411,75341,70.0,[['Documentary']],0,0
The Bachelor Party,2011-01-01,R,tt1734587,75259,91.0,"[['Drama', 'Romance']]",0,0
Secret of the Wings,2012-08-17,G,tt1217213,75258,92.0,"[['Animation', 'Family', 'Fantasy', 'Adventure']]",0,0
Care Bears: Share Bear Shines,2011-09-06,G,tt1586246,75149,70.0,"[['Family', 'Animation']]",0,0
Beware the Gonzo,2010-04-22,PG-13,tt1412442,75090,94.0,[['Comedy']],0,0
Winnie Mandela,2011-09-16,R,tt1551641,75033,107.0,[['Drama']],15000000,0
Danny Bhoy: Subject to Change,2010-11-08,PG-13,,74882,70.0,[['Comedy']],0,0
Son of Morning,2011-01-01,R,tt1144815,74877,81.0,"[['Comedy', 'Drama']]",0,0
Absentia,2011-03-03,R,tt1610996,74777,92.0,"[['Mystery', 'Horror', 'Thriller']]",70000,0
The Son of No One,2011-11-04,R,tt1535612,74536,90.0,"[['Drama', 'Thriller', 'Crime']]",15000000,0
Born to Race,2011-03-19,PG-13,tt1781781,74523,99.0,[['Action']],0,0
Kevin Hart: Laugh at My Pain,2011-09-09,R,tt1999192,74510,89.0,"[['Comedy', 'Documentary']]",0,0
Lovely Molly,2012-05-18,R,tt1707392,74505,100.0,"[['Horror', 'Thriller']]",1000000,0
The Dead,2010-08-30,R,tt1386925,74471,105.0,"[['Horror', 'Action', 'Thriller', 'Science Fiction']]",0,0
Knights of Badassdom,2013-01-21,R,tt1545660,74461,86.0,"[['Adventure', 'Fantasy', 'Horror', 'Comedy']]",0,0
"Aries Spears: Hollywood, Look I'm Smiling",2011-03-22,R,tt1876248,74460,64.0,[['Comedy']],0,0
Hamill,2010-10-26,PG-13,tt1094666,74447,108.0,[['Drama']],0,0
"Truth in Numbers? Everything, According to Wikipedia",2010-07-01,PG-13,tt0960864,74322,85.0,[['Documentary']],500000,0
God Bless America,2011-09-09,R,tt1912398,74306,104.0,"[['Comedy', 'Drama']]",0,0
National Geography: Surviving 9/11,2011-03-16,PG-13,,74253,0.0,[[]],0,0
The Little Engine That Could,2011-03-22,G,tt1764666,74147,83.0,"[['Animation', 'Family']]",0,0
Hit List,2011-10-05,PG-13,tt1383705,74102,90.0,"[['Comedy', 'Romance']]",0,0
A Cinderella Story: Once Upon a Song,2011-09-05,PG,tt1814614,74018,88.0,"[['Comedy', 'Family', 'Romance']]",0,0
6 Degrees of Hell,2012-11-26,R,tt2002789,74006,90.0,[['Horror']],0,0
Game Time: Tackling the Past,2011-09-03,G,tt2011024,73960,84.0,[['Family']],0,0
Retreat,2011-10-14,NC-17,tt1410051,73936,89.0,"[['Drama', 'Thriller', 'Horror', 'Science Fiction']]",0,0
Vamps,2012-08-25,PG-13,tt1545106,73935,93.0,"[['Comedy', 'Romance', 'Horror']]",16000000,0
Monster Brawl,2011-01-01,R,tt1716753,73933,89.0,"[['Comedy', 'Horror']]",0,0
The Family Tree,2011-09-26,R,tt1175713,73846,87.0,"[['Drama', 'Comedy']]",0,0
Thomas & Friends: Day of the Diesels,2011-09-06,G,tt2050664,73829,60.0,"[['Animation', 'Family']]",0,0
The Last Kung Fu Monk,2010-10-01,PG-13,tt1527823,73819,94.0,[['Action']],0,0
Munger Road,2011-09-30,PG-13,tt1720172,73661,85.0,[['Thriller']],0,0
The Caller,2011-08-26,R,tt1525890,73588,92.0,"[['Horror', 'Thriller', 'Mystery']]",0,0
Wilde Salomé,2013-12-20,R,tt0795459,73564,95.0,[['Documentary']],0,0
The Greening of Whitney Brown,2011-11-10,PG,tt1507564,73563,87.0,"[['Adventure', 'Drama', 'Family']]",0,0
You May Not Kiss the Bride,2011-04-03,PG-13,tt1381418,73500,97.0,"[['Action', 'Crime', 'Comedy', 'Romance']]",0,0
Barbie: Princess Charm School,2011-08-11,G,tt2066832,73456,79.0,"[['Family', 'Animation', 'Fantasy']]",0,0
TRON: The Next Day,2011-03-14,G,tt1865543,73362,10.0,"[['Science Fiction', 'Thriller']]",0,0
Marriage Retreat,2011-08-23,G,tt1684558,73335,97.0,"[['Comedy', 'Drama', 'Romance']]",0,0
The Bad Penny,2010-04-09,R,tt1356392,73295,89.0,"[['Drama', 'Mystery', 'Thriller']]",0,0
Teen Spirit,2011-08-07,PG-13,tt1845866,73108,81.0,"[['Drama', 'Fantasy', 'Comedy', 'TV Movie']]",0,0
Wreckage,2010-01-01,R,tt0884214,73085,87.0,"[['Horror', 'Thriller']]",0,0
Tom and Jerry & The Wizard of Oz,2011-08-23,G,tt2027255,72972,59.0,"[['Animation', 'Family', 'Comedy']]",0,0
Witch Hunter's Bible,2010-09-05,PG,tt1656817,72957,46.0,[['Documentary']],0,0
Not Another Not Another Movie,2011-10-17,R,tt1302019,72951,89.0,[['Comedy']],4,0
I Will Follow,2010-09-18,PG-13,tt1624426,72946,76.0,"[['Drama', 'Romance']]",0,0
Carjacked,2011-11-22,R,tt1321861,72912,89.0,"[['Action', 'Thriller']]",0,0
Girl Most Likely,2012-09-07,PG-13,tt1698648,72890,103.0,[['Comedy']],0,0
Smoke Screen,2010-11-21,PG,tt1766093,72587,87.0,"[['TV Movie', 'Crime', 'Mystery', 'Thriller']]",5000000,0
Syrup,2013-06-07,R,tt0762138,72525,90.0,"[['Drama', 'Comedy']]",6000000,0
Cost Of A Soul,2011-05-20,R,tt1445729,72393,107.0,"[['Drama', 'Action', 'Crime']]",0,0
Marley & Me: The Puppy Years,2011-06-01,G,tt1704614,72391,86.0,"[['Comedy', 'Family']]",0,0
Peeples,2013-05-09,PG-13,tt1699755,72359,95.0,[['Comedy']],15,0
Thunder Soul,2010-03-13,PG,tt1611180,72186,83.0,"[['Documentary', 'Music']]",0,0
Doomsday Prophecy,2011-08-13,PG-13,tt1641831,72174,89.0,"[['Action', 'Thriller', 'Science Fiction']]",0,0
Madeline's Christmas,2010-10-19,G,tt1180340,72157,24.0,"[['Family', 'Animation']]",0,0
Lavell Crawford: Can a Brother Get Some Love?,2011-12-01,NC-17,tt2084872,71950,90.0,[['Comedy']],0,0
Big Sur-Wild California,2010-03-30,G,tt2183531,71923,47.0,[['Documentary']],0,0
John Pinette: Still Hungry,2011-07-29,PG,tt2016924,71740,80.0,[['Comedy']],0,0
Michael Ian Black: Very Famous,2011-08-06,R,tt1969091,71715,41.0,[['Comedy']],0,0
Assassination Games,2011-07-28,R,tt1436568,71677,101.0,[['Action']],8000000,0
Wrong Turn 4: Bloody Beginnings,2011-10-17,R,tt1865567,71672,93.0,"[['Horror', 'Thriller']]",3000000,0
Celtic Thunder: Christmas,2010-11-22,G,tt2170758,71671,65.0,[['Music']],0,0
Hostel: Part III,2011-12-27,R,tt1255916,71670,88.0,[['Horror']],6000000,0
Roadkill,2011-04-23,R,tt1637713,71628,88.0,"[['Horror', 'Action', 'Thriller', 'Science Fiction']]",1600000,0
The Dead and the Damned,2011-07-26,R,tt1565441,71548,82.0,"[['Horror', 'Western']]",30000,0
Hadikduk HaPnimi,2010-09-23,PG-13,tt1676680,71543,110.0,[['Drama']],0,0
Bunnyman,2011-06-20,R,tt1308748,71326,90.0,[['Horror']],0,0
Super Eruption,2011-03-08,PG-13,tt1697075,71285,89.0,[['Science Fiction']],0,0
Arena,2011-10-11,R,tt1117581,71254,94.0,"[['Action', 'Thriller', 'Science Fiction']]",10000000,0
Overturn,2011-02-16,PG,tt1933130,71175,0.0,"[['Science Fiction', 'Mystery', 'Action']]",0,0
Carnal Innocence,2011-06-13,PG,tt1863173,71070,86.0,[['Mystery']],0,0
The Orphan Killer,2011-11-01,R,tt1179071,71033,83.0,"[['Horror', 'Thriller']]",0,0
Inside Out,2011-09-27,PG-13,tt1640486,70877,93.0,"[['Drama', 'Crime']]",0,0
Seven Days in Utopia,2011-09-02,G,tt1699147,70876,98.0,[['Drama']],0,0
Rejoice and Shout,2011-06-03,PG,tt1600435,70869,115.0,[['Documentary']],0,0
Poolboy - Drowning Out the Fury,2011-07-22,R,tt1693843,70863,90.0,"[['Comedy', 'Action']]",0,0
Michael Flatley: Lord of the Dance 3D,2011-03-11,PG,tt1792584,70833,0.0,[['Music']],0,0
Brownian Movement,2010-03-24,R,tt1529240,70761,97.0,"[['Drama', 'Romance']]",0,0
A Bird of the Air,2011-09-23,PG-13,tt0448022,70736,99.0,"[['Drama', 'Romance']]",0,0
Very Good Girls,2013-01-22,R,tt1931602,70706,91.0,[['Drama']],0,0
Taken from Me: The Tiffany Rubin Story,2011-01-31,PG,tt1707825,70692,87.0,[['Drama']],0,0
Kon-Tiki,2012-08-24,PG-13,tt1613750,70667,118.0,"[['Adventure', 'History']]",16600000,0
Ghost from the Machine,2010-01-01,PG-13,tt1303782,70636,86.0,"[['Thriller', 'Science Fiction']]",0,0
Lego Star Wars: The Padawan Menace,2011-07-22,G,tt2005268,70608,22.0,"[['Animation', 'Family', 'Science Fiction']]",0,0
Spooky Buddies,2011-09-20,G,tt1792131,70587,88.0,"[['Comedy', 'Family']]",0,0
Lucky,2011-07-15,R,tt1473397,70585,103.0,"[['Comedy', 'Romance']]",0,0
Hellraiser: Revelations,2011-10-18,R,tt1716747,70584,75.0,[['Horror']],350000,0
Empty,2011-01-25,PG-13,tt1798148,70583,82.0,"[['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']]",0,0
Faces in the Crowd,2011-10-25,R,tt1536410,70577,102.0,"[['Thriller', 'Mystery', 'Crime', 'Drama']]",15000000,0
Children of the Corn: Genesis,2011-08-30,R,tt1745672,70575,95.0,"[['Horror', 'Thriller']]",0,0
A Haunting in Salem,2011-08-23,R,tt1912981,70574,90.0,"[['Horror', 'Thriller']]",0,0
All About Evil,2010-05-01,R,tt1307858,70448,98.0,[['Horror']],0,0
Hit Man Returns: David Foster & Friends,2011-03-11,G,tt2603208,70425,120.0,[['Music']],0,0
Wasted on the Young,2010-06-13,R,tt1647483,70418,97.0,"[['Drama', 'Thriller', 'Romance']]",0,0
Beats Rhymes & Life: The Travels of A Tribe Called Quest,2011-07-08,R,tt1613023,70342,97.0,"[['Music', 'Documentary']]",0,0
Darwin,2011-07-03,G,tt1735335,70283,86.0,[['Documentary']],0,0
The Veteran,2011-04-29,R,tt1653700,70196,98.0,"[['Action', 'Thriller']]",0,0
Turbulent Skies,2010-05-05,PG,tt1518861,70110,82.0,"[['Drama', 'Action', 'Thriller']]",0,0
Without a Father,2010-06-21,PG-13,tt1754902,70091,126.0,"[['Drama', 'Action', 'Family']]",0,0
Wolf Town,2010-07-09,R,tt1562928,70059,90.0,"[['Horror', 'Action', 'Thriller']]",0,0
Next Stop Murder,2010-09-19,PG-13,tt1575517,70035,89.0,[['Thriller']],0,0
The River Murders,2011-06-30,R,tt1738387,70009,93.0,"[['Thriller', 'Mystery']]",0,0
Tactical Force,2011-08-09,R,tt1458915,70008,91.0,"[['Action', 'Thriller']]",8400000,0
Never Back Down 2: The Beatdown,2011-09-13,R,tt1754264,70006,90.0,"[['Drama', 'Action']]",3000000,0
Horse Crazy 2: The Legend of Grizzly Mountain,2010-01-02,G,tt1313121,69961,0.0,[['Family']],0,0
Consinsual,2010-06-24,R,tt1704578,69937,98.0,[['Drama']],0,0
Disarmed,2010-11-01,R,tt1237373,69932,98.0,"[['Action', 'Thriller']]",0,0
Harvest,2011-03-11,R,tt1302001,69878,103.0,[['Drama']],0,0
King of Paper Chasin',2010-10-15,R,tt1117668,69875,118.0,"[['Crime', 'Drama', 'Music', 'Thriller']]",0,0
Mayor Cupcake,2011-07-19,PG,tt1496798,69803,86.0,"[['Comedy', 'Family']]",0,0
Small Town Murder Songs,2010-09-14,R,tt1429392,69794,75.0,"[['Thriller', 'Crime']]",0,0
A Good Old Fashioned Orgy,2011-09-02,R,tt1231586,69778,95.0,[['Comedy']],0,0
Batman: Year One,2011-09-27,PG-13,tt1672723,69735,64.0,"[['Action', 'Adventure', 'Animation', 'Crime', 'Mystery']]",0,0
Ways to Live Forever,2010-10-29,PG-13,tt1446208,69717,90.0,"[['Drama', 'Family']]",0,0
A Trace of Danger,2010-01-10,PG,tt1583389,69370,90.0,"[['Thriller', 'TV Movie']]",0,0
Soul boy,2010-01-01,G,tt1585272,69333,61.0,[['Drama']],0,0
Super Hybrid,2010-01-01,PG-13,tt1152827,69270,95.0,[['Horror']],13000000,0
Born to Ride,2011-06-26,R,tt1721491,68995,90.0,"[['Action', 'Thriller']]",0,0
Bond of Silence,2010-08-23,PG-13,tt1659192,68803,98.0,"[['TV Movie', 'Drama']]",0,0
Venus & Vegas,2010-11-01,R,tt0423474,68716,95.0,"[['Action', 'Comedy']]",0,0
Detention,2011-03-16,R,tt1701990,68684,93.0,"[['Horror', 'Comedy', 'Science Fiction']]",10000000,0
Subject: I Love You,2011-01-01,PG-13,tt1227182,68662,97.0,"[['Drama', 'Romance', 'Thriller']]",0,0
ReGOREgitated Sacrifice,2010-03-02,R,tt1979309,68610,66.0,[['Horror']],0,0
Slow Torture Puke Chamber,2010-07-27,R,tt1937329,68523,75.0,[['Horror']],0,0
House of the Rising Sun,2011-07-19,R,tt1788383,68472,90.0,[['Action']],1500000,0
The Art of Flight,2011-09-08,PG-13,tt1646967,68450,80.0,"[['Adventure', 'Documentary']]",0,0
Beyoncé: Live at Glastonbury 2011,2011-06-26,G,tt1985091,68333,90.0,"[['Music', 'TV Movie', 'Documentary']]",0,0
One Week Job,2010-06-28,PG,tt1664006,68243,0.0,[['Documentary']],0,0
Ecstasy,2011-06-28,R,tt1552221,68241,95.0,[['Drama']],0,0
The Perfect Teacher,2010-09-12,PG-13,tt1663689,68193,90.0,"[['TV Movie', 'Thriller']]",0,0
Cougar Hunting,2011-04-22,R,tt1413489,68184,102.0,"[['Comedy', 'Romance']]",5500000,0
Waking Madison,2011-05-02,R,tt0831280,68174,89.0,"[['Drama', 'Thriller', 'Mystery']]",0,0
Bucky Larson: Born to Be a Star,2011-09-09,R,tt1411664,67911,97.0,[['Comedy']],10000000,0
Bobby Fischer Against the World,2011-06-06,PG,tt1777551,67885,93.0,"[['Documentary', 'Drama']]",0,0
The Rift,2012-08-25,PG-13,tt1954972,67811,26.0,"[['Horror', 'Thriller', 'Science Fiction']]",0,0
The Gundown,2011-09-12,PG-13,tt1555110,67328,97.0,"[['Action', 'Western']]",0,0
Bloodworth,2010-02-06,R,tt1421048,67198,105.0,"[['Drama', 'Romance']]",0,0
Griff the Invisible,2011-08-19,PG-13,tt1509803,66942,93.0,"[['Romance', 'Comedy', 'Drama']]",2902660,0
Stripperland,2011-02-22,R,tt1710900,66925,103.0,"[['Horror', 'Comedy']]",500000,0
Horrid Henry: The Movie,2011-07-29,PG,tt1684555,66923,93.0,"[['Comedy', 'Family', 'Adventure']]",0,0
Bite Marks,2011-06-17,R,tt1697878,66794,82.0,"[['Comedy', 'Horror']]",0,0
15 Till Midnight,2010-01-01,R,tt1568798,66793,110.0,"[['Drama', 'Mystery', 'Science Fiction']]",200000,0
Beat the World,2011-06-10,PG-13,tt1568139,66767,91.0,"[['Music', 'Drama']]",10000000,0
Stiff,2010-11-09,PG,tt1715348,66670,83.0,[['Horror']],0,0
Field of Vision,2011-06-11,PG,tt1877694,66624,90.0,[['Family']],0,0
Blubberella,2011-07-29,R,tt1756427,66608,83.0,"[['Horror', 'Action', 'Comedy']]",0,0
Russell Peters: The Green Card Tour,2011-03-23,NC-17,tt1954794,66605,88.0,[['Comedy']],0,0
Sinners and Saints,2010-06-30,NC-17,tt1130969,66193,104.0,"[['Action', 'Crime', 'Thriller']]",0,0
Little Deaths,2011-02-25,R,tt1614456,66164,90.0,"[['Horror', 'Thriller', 'Romance']]",0,0
Gun Hill Road,2011-08-05,R,tt1525838,65953,86.0,[['Drama']],119567,0
Death Hunter,2010-01-01,R,tt1736251,65861,91.0,[['Horror']],0,0
Swinging with the Finkels,2011-06-01,R,tt1502420,65762,85.0,"[['Comedy', 'Romance']]",0,0
The Whistleblower,2010-09-13,R,tt0896872,65760,112.0,"[['Drama', 'Thriller', 'Crime']]",0,0
The Woman,2011-10-14,R,tt1714208,65599,102.0,"[['Drama', 'Horror']]",0,0
The Perfect Age of Rock 'n' Roll,2011-08-05,R,tt1242548,65344,92.0,"[['Drama', 'Music']]",5000000,0
Green Lantern: Emerald Knights,2011-04-09,PG,tt1683043,65291,84.0,"[['Action', 'Adventure', 'Animation', 'Science Fiction', 'Drama']]",3500000,0
Lemonade Mouth,2011-12-06,G,tt1648204,65218,106.0,"[['Drama', 'Comedy']]",0,0
Thirst,2010-06-22,R,tt1101048,64861,91.0,"[['Drama', 'Horror', 'Thriller']]",0,0
Seconds Apart,2011-01-28,R,tt1601475,64854,89.0,"[['Horror', 'Thriller']]",0,0
Fertile Ground,2011-01-28,R,tt1515199,64853,95.0,[['Horror']],0,0
Shadows & Lies,2010-04-25,R,tt1453403,64832,100.0,"[['Drama', 'Action', 'Romance']]",0,0
Iron Invader,2011-02-12,PG-13,tt1651894,64687,93.0,"[['Fantasy', 'Science Fiction', 'TV Movie', 'Action']]",0,0
Cross,2011-07-12,R,tt1046245,64325,105.0,"[['Action', 'Fantasy']]",2000000,0
Good Neighbours,2011-06-03,R,tt1576440,64320,99.0,"[['Thriller', 'Drama']]",0,0
Chop Kick Panda,2011-05-19,G,tt1977747,64282,41.0,[['Family']],0,0
Slow Moe,2010-01-01,G,tt1540449,64094,90.0,[['Family']],0,0
Swamp Shark,2011-06-25,R,tt1684927,63749,85.0,"[['Horror', 'Thriller']]",0,0
Almighty Thor,2011-05-07,PG,tt1792794,63736,88.0,"[['Adventure', 'Fantasy']]",0,0
Honey 2,2011-06-23,PG-13,tt1657283,63710,110.0,"[['Comedy', 'Drama', 'Music']]",0,0
Last Breath,2010-06-08,R,tt1006907,63705,91.0,"[['Drama', 'Horror', 'Thriller']]",0,0
My Babysitter's a Vampire,2010-10-09,PG,tt1673423,63700,80.0,"[['Adventure', 'Comedy', 'Family', 'Fantasy', 'TV Movie', 'Horror']]",0,0
Project Nim,2011-07-08,PG-13,tt1814836,63579,93.0,[['Documentary']],0,0
Joyful Noise,2012-01-13,PG-13,tt1710396,63574,117.0,"[['Comedy', 'Music']]",0,0
Standing Firm,2010-08-24,PG,tt1273236,63526,80.0,[['Drama']],300000,0
The Kane Files: Life of Trial,2010-10-02,R,tt1546420,63480,90.0,"[['Action', 'Thriller']]",0,0
200 MPH,2011-04-26,PG-13,tt1823051,63297,90.0,"[['Action', 'Thriller']]",0,0
Endure,2010-01-01,R,tt1230372,63273,91.0,"[['Mystery', 'Thriller']]",0,0
"Glenn, the Flying Robot",2010-12-31,PG-13,tt0934446,63171,84.0,"[['Science Fiction', 'Fantasy']]",0,0
All Things Fall Apart,2011-03-05,R,tt1606390,63139,106.0,[['Drama']],0,0
Lucky,2010-01-24,PG,tt1159712,63075,90.0,"[['Comedy', 'Documentary', 'Romance']]",0,0
Ice Quake,2010-12-11,PG,tt1657284,62989,91.0,"[['Thriller', 'Science Fiction', 'Action']]",0,0
Summer Eleven,2010-08-09,PG,tt1276988,62984,0.0,"[['Drama', 'Family']]",0,0
Fight for Your Right Revisited,2011-04-22,R,tt1791504,62934,30.0,"[['Music', 'Comedy']]",0,0
Mask Maker,2011-01-01,R,tt1577055,62904,90.0,[['Horror']],0,0
Death of a Nation,2010-06-27,R,tt0370451,62601,26.0,[[]],0,0
Revenge of the Bridesmaids,2010-07-18,PG-13,tt1666642,62592,87.0,"[['Comedy', 'Romance', 'TV Movie']]",0,0
35 and Ticking,2011-05-20,R,tt1652287,62522,104.0,"[['Romance', 'Comedy']]",0,0
Expecting Mary,2010-11-12,PG,tt1482932,62505,97.0,[['Family']],0,0
Almost Kings,2010-11-11,G,tt1529346,62503,93.0,[['Drama']],0,0
United,2011-01-02,PG-13,tt1777034,62441,90.0,"[['Drama', 'History']]",0,0
Bhutto,2010-11-05,PG,tt1524095,62325,111.0,[['Documentary']],0,0
Step Off,2010-05-03,R,tt1492728,62283,0.0,[['Drama']],0,0
Tracker,2010-05-20,R,tt1414378,62255,102.0,"[['Action', 'Drama', 'Thriller', 'Adventure']]",6500000,0
Re-Cut,2010-01-04,R,tt1617172,62105,80.0,"[['Horror', 'Thriller']]",0,0
Square Grouper,2011-04-15,R,tt1466067,62078,100.0,[['Documentary']],0,0
Good Deeds,2012-02-23,PG-13,tt1885265,62008,111.0,"[['Comedy', 'Drama', 'Romance']]",0,0
Billy Owens and the Secret of the Runes,2010-01-01,PG,tt1393737,61870,81.0,"[['Adventure', 'Family', 'Fantasy', 'Science Fiction']]",0,0
Something Ventured,2011-04-01,PG,tt1737747,61854,84.0,[['Documentary']],0,0
Good Day for It,2011-04-08,R,tt1565063,61601,89.0,"[['Action', 'Thriller']]",2500000,0
Burn Notice: The Fall of Sam Axe,2011-04-17,PG,tt1697851,61537,120.0,"[['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']]",0,0
Green Day: Awesome as Fuck,2011-03-22,R,tt1833703,61408,80.0,[['Music']],0,0
The Con Artist,2010-11-25,PG-13,tt1401607,61107,83.0,"[['Comedy', 'Drama', 'Crime']]",5000000,0
Skrzydlate świnie,2010-11-05,R,tt1712570,61101,0.0,"[['Drama', 'Comedy']]",0,0
Go for It!,2011-05-13,PG-13,tt1307926,61038,105.0,"[['Drama', 'Family']]",2450000,0
Your Love Never Fails,2011-04-05,G,tt1698639,61014,96.0,[['Comedy']],0,0
The Good Witch's Gift,2010-10-24,G,tt1560779,61005,84.0,"[['Drama', 'Family', 'Fantasy']]",0,0
The Pee-Wee Herman Show on Broadway,2011-03-19,PG,tt1839648,60977,89.0,[['Comedy']],0,0
"Happiness Is a Warm Blanket, Charlie Brown",2011-03-29,G,tt1810633,60897,44.0,"[['Animation', 'Comedy', 'Family']]",0,0
Beyond the Blackboard,2011-04-24,PG,tt1699225,60895,100.0,"[['Family', 'Drama']]",0,0
Truth be Told,2011-04-16,PG,tt1857929,60892,100.0,"[['Family', 'Comedy', 'Romance', 'TV Movie']]",0,0
Rabid Rider,2010-12-17,G,tt1714889,60823,3.0,"[['Animation', 'Family', 'Comedy']]",0,0
The Suite Life Movie,2011-03-25,G,tt1754799,60803,79.0,"[['Adventure', 'Comedy', 'Drama', 'Family', 'TV Movie']]",0,0
4192: The Crowning of the Hit King,2010-10-22,PG,tt1663128,60795,115.0,[['Documentary']],0,0
Bad Company,2010-12-05,NC-17,tt1334515,60609,,"[['Action', 'Adventure', 'Thriller', 'Western']]",0,0
Prowl,2010-09-04,R,tt1559033,60575,81.0,"[['Horror', 'Thriller']]",0,0
Sushi Girl,2012-12-07,R,tt1606339,60540,98.0,"[['Thriller', 'Crime']]",2000000,0
Orny Adams: Takes the Third,2010-10-29,PG,tt1715338,60500,6.0,[['Comedy']],0,0
Harm's Way,2010-05-12,R,tt0879405,60492,82.0,[['Thriller']],0,0
Sharpay's Fabulous Adventure,2011-04-19,G,tt1629440,60405,90.0,"[['Family', 'Music']]",0,0
"Cougars, Inc.",2011-04-21,R,tt1198075,60302,81.0,"[['Comedy', 'Drama']]",1000000,0
Wish You Were Here,2012-04-26,R,tt1684925,60270,93.0,"[['Drama', 'Thriller', 'Mystery']]",0,0
Norm MacDonald: Me Doing Standup,2011-03-01,PG-13,tt2009538,60233,61.0,[['Comedy']],0,0
Best Player,2011-03-12,PG,tt1535615,60089,89.0,"[['Comedy', 'Family']]",0,0
Kiss the Bride,2011-01-02,PG-13,tt1772940,60019,80.0,"[['Comedy', 'Romance']]",0,0
The Bang Bang Club,2010-09-15,R,tt1173687,60011,106.0,"[['Drama', 'Romance']]",0,0
Meeting Spencer,2010-01-01,R,tt1486186,59982,0.0,[['Comedy']],0,0
Age of the Dragons,2011-03-21,PG-13,tt1594917,59883,91.0,"[['Adventure', 'Action', 'Fantasy']]",5000000,0
Wake Wood,2011-03-25,R,tt1296899,59726,90.0,"[['Drama', 'Horror', 'Thriller']]",0,0
